dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,3.951498,1.000000,3.956498,2.038292,-1.981456,0.000000,0.000000
0.020000,3.991867,1.000000,3.996867,1.998662,-1.981456,0.000000,0.000000
0.020000,4.031444,1.000000,4.036444,1.959033,-1.981456,-0.000000,0.000000
0.020000,4.070229,1.000000,4.075229,1.919404,-1.981456,0.000000,0.000000
0.020000,4.108221,1.000000,4.113221,1.879775,-1.981456,-0.000000,0.000000
0.020000,4.145420,1.000000,4.150420,1.840146,-1.981456,0.000000,0.000000
0.020000,4.181826,1.000000,4.186826,1.800517,-1.981456,-0.000000,0.000000
0.020000,4.217441,1.000000,4.222441,1.760888,-1.981456,-0.000000,0.000000
0.020000,4.252262,1.000000,4.257262,1.721259,-1.981456,0.000000,0.000000
0.020000,4.286291,1.000000,4.291291,1.681629,-1.981456,-0.000000,0.000000
0.020000,4.319527,1.000000,4.324527,1.642000,-1.981456,0.000000,0.000000
0.020000,4.351971,1.000000,4.356971,1.602371,-1.981456,0.000000,0.000000
0.020000,4.383622,1.000000,4.388622,1.562742,-1.981456,0.000000,0.000000
0.020000,4.414481,1.000000,4.419481,1.523113,-1.981456,0.000000,0.000000
0.020000,4.444547,1.000000,4.449547,1.483484,-1.981456,-0.000000,0.000000
0.020000,4.473820,1.000000,4.478820,1.443855,-1.981456,0.000000,0.000000
0.020000,4.502301,1.000000,4.507301,1.404226,-1.981456,-0.000000,0.000000
0.020000,4.529989,1.000000,4.534989,1.364596,-1.981456,0.000000,0.000000
0.020000,4.556885,1.000000,4.561885,1.324967,-1.981456,-0.000000,0.000000
0.020000,4.582988,1.000000,4.587988,1.285338,-1.981456,0.000000,0.000000
0.020000,4.608298,1.000000,4.613298,1.245709,-1.981456,-0.000000,0.000000
0.020000,4.632816,1.000000,4.637816,1.206080,-1.981456,0.000000,0.000000
0.020000,4.656541,1.000000,4.661541,1.166451,-1.981456,-0.000000,0.000000
0.020000,4.679474,1.000000,4.684474,1.126822,-1.981456,0.000000,0.000000
0.020000,4.701614,1.000000,4.706614,1.087193,-1.981456,-0.000000,0.000000
0.020000,4.722962,1.000000,4.727962,1.047563,-1.981456,0.000000,0.000000
0.020000,4.743517,1.000000,4.748517,1.007934,-1.981456,0.000000,0.000000
0.020000,4.763279,1.000000,4.768279,0.968305,-1.981456,-0.000000,0.000000
0.020000,4.782249,1.000000,4.787249,0.928676,-1.981456,0.000000,0.000000
0.020000,4.800426,1.000000,4.805426,0.889047,-1.981456,0.000000,0.000000
0.020000,4.817811,1.000000,4.822811,0.849418,-1.981456,0.000000,0.000000
0.020000,4.834403,1.000000,4.839403,0.809789,-1.981456,-0.000000,0.000000
0.020000,4.850202,1.000000,4.855202,0.770160,-1.981456,0.000000,0.000000
0.020000,4.865209,1.000000,4.870209,0.730530,-1.981456,0.000000,0.000000
0.020000,4.879424,1.000000,4.884424,0.690901,-1.981456,0.000000,0.000000
0.020000,4.892845,1.000000,4.897845,0.651272,-1.981456,-0.000000,0.000000
0.020000,4.905474,1.000000,4.910474,0.611643,-1.981456,0.000000,0.000000
0.020000,4.917311,1.000000,4.922311,0.572014,-1.981456,-0.000000,0.000000
0.020000,4.928355,1.000000,4.933355,0.532385,-1.981456,0.000000,0.000000
0.020000,4.938606,1.000000,4.943606,0.492756,-1.981456,-0.000000,0.000000
0.020000,4.948065,1.000000,4.953065,0.453127,-1.981456,-0.000000,0.000000
0.020000,4.956731,1.000000,4.961731,0.413498,-1.981456,0.000000,0.000000
0.020000,4.964605,1.000000,4.969605,0.373868,-1.981456,-0.000000,0.000000
0.020000,4.971686,1.000000,4.976686,0.334239,-1.981456,0.000000,0.000000
0.020000,4.977975,1.000000,4.982975,0.294610,-1.981456,0.000000,0.000000
0.020000,4.983471,1.000000,4.988471,0.254981,-1.981456,0.000000,0.000000
0.020000,4.988174,1.000000,4.993174,0.215352,-1.981456,0.000000,0.000000
0.020000,4.992085,1.000000,4.997085,0.175723,-1.981456,-0.000000,0.000000
0.020000,4.995203,1.000000,5.000203,0.136094,-1.981456,0.000000,0.000000
0.020000,4.997528,1.000000,5.002528,0.096465,-1.981456,0.000000,0.000000
0.020000,4.999061,1.000000,5.004061,0.056835,-1.981456,-0.000000,0.000000
0.020000,4.999815,1.000000,5.004815,0.018510,-1.916250,3.260329,0.000000
0.020000,5.000000,1.000000,5.005000,0.000000,-0.925521,49.536403,0.000000
0.020000,5.000000,1.000000,5.005000,0.000000,0.000000,46.276074,0.000000
